"","lccode","year","campaign","location","cyear","target","tccode","navco1designation","camp_orgs","camp_size","camp_size_est","camp_conf_intensity","rad_flank","resis_meth","cdivers_gender","cdivers_age","cdivers_class","cdivers_urbrural","cdivers_ideol","cdivers_party","cdivers_regional","cdivers_ethnicity","cdivers_religion","camp_goals","goalschange","camp_structure","pi_educ","pi_socwel","pi_tradmedia","pi_newmedia","pi_police","pi_army","pi_dispute","media_outreach","repression","discrim","ab_domestic_con","ab_inter_con","ab_inter_reper","camp_backlash","sec_defect","state_defect","dom_media","regime_support","wdrwl_support","camp_support","ingo_support","dias_support","sdirect","slifted","in_media","success","progress","pop_opinion","reliability","id","prim_method"
"1357",771,1976,"Shanti Bahini","Bangladesh",0,"Autonomy from Bangladesh regime","771",0,2,1,0,1,0,NA,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,1,1,1,3,NA,NA,2,NA,NA,1,NA,NA,0,NA,1,0,0,NA,3,198,0
"1358",771,1994,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,0,2,0,0,NA,3,198,0
"1359",771,1990,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,0,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,1,0,NA,1,0,0,NA,3,198,0
"1360",771,1989,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,0,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,1,0,NA,1,0,0,NA,3,198,0
"1361",771,1996,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,0,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,1,0,NA,2,0,0,NA,3,198,0
"1362",771,1984,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,3,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,1,0,NA,2,0,1,NA,3,198,0
"1363",771,1993,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,0,NA,2,0,0,NA,3,198,0
"1364",771,1977,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,1,1,1,3,NA,NA,2,NA,NA,1,NA,NA,0,NA,1,0,0,NA,3,198,0
"1365",771,1980,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,1,1,NA,3,NA,NA,2,NA,NA,1,NA,1,0,NA,2,0,0,NA,3,198,0
"1366",771,1981,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,0,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,NA,1,NA,3,NA,NA,2,NA,NA,1,NA,1,0,NA,2,0,0,NA,3,198,0
"1367",771,1992,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,0,NA,2,0,0,NA,3,198,0
"1368",771,1991,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,1,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,NA,1,NA,1,3,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,2,0,0,NA,3,198,0
"1369",771,1982,"Shanti Bahini","Bangladesh",1,"Autonomy from Bangladesh regime","771",0,NA,1,0,0,0,0,1,1,1,NA,1,NA,0,1,1,4,0,1,NA,NA,NA,NA,1,1,NA,1,3,1,NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,1,0,NA,2,0,0,NA,3,198,0
"1370",531,1946,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,199,0
"1371",531,1952,"Shifta insurgency","Eritrea",2,"UK occupation","200",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,199,0
"1372",531,1949,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,2,1,0,3,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,199,0
"1373",531,1947,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,3,0,0,3,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,1,3,199,0
"1374",531,1945,"Shifta insurgency","Eritrea",0,"UK occupation","200",0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,199,0
"1375",531,1951,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,0,1,0,3,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,2,0,3,199,0
"1376",531,1950,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,0,1,0,3,0,0,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,3,0,3,199,0
"1377",531,1948,"Shifta insurgency","Eritrea",1,"UK occupation","200",0,0,1,1,3,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,199,0
"1378",645,1991,"Shiite rebellion","Iraq",0,"Hussein regime","645",0,7,2,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,0,0,3,200,0
"1379",750,1988,"Sikh insurgency","India",1,"separatism","750",0,0,2,1,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1380",750,1994,"Sikh insurgency","India",2,"separatism","750",0,0,0,0,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,1,2,201,0
"1381",750,1992,"Sikh insurgency","India",1,"separatism","750",0,0,1,0,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,2,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1382",750,1986,"Sikh insurgency","India",1,"separatism","750",0,1,2,1,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1383",750,1989,"Sikh insurgency","India",1,"separatism","750",0,0,2,1,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1384",750,1990,"Sikh insurgency","India",1,"separatism","750",0,0,1,0,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1385",750,1991,"Sikh insurgency","India",1,"separatism","750",0,0,1,0,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,0,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1386",750,1985,"Sikh insurgency","India",1,"separatism","750",0,1,2,1,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,0,1,3,1,0,2,0,0,1,0,1,0,0,1,0,1,0,3,201,0
"1387",750,1993,"Sikh insurgency","India",1,"separatism","750",0,0,1,0,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,2,0,0,2,0,0,1,0,1,0,0,1,0,0,1,2,201,0
"1388",750,1984,"Sikh insurgency","India",0,"separatism","750",0,10,2,1,2,0,1,1,0,0,0,1,0,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,0,1,3,1,0,2,0,0,1,0,1,0,0,2,0,0,1,3,201,0
"1389",750,1987,"Sikh insurgency","India",1,"separatism","750",0,11,2,1,3,0,0,1,0,0,0,1,1,1,0,0,3,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1,3,201,0
"1390",366,1990,"Singing Revolution","Estonia",1,"Communist regime","366",1,0,4,2,1,1,0,1,1,1,1,1,1,1,1,1,5,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,2,0,3,1,3,202,1
"1391",366,1989,"Singing Revolution","Estonia",1,"Communist regime","366",1,2,5,3,0,1,0,1,1,1,1,1,1,1,1,1,5,1,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,0,2,1,0,1,0,0,0,0,1,0,3,1,3,202,1
"1392",366,1987,"Singing Revolution","Estonia",0,"Communist regime","366",1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,202,1
"1393",366,1991,"Singing Revolution","Estonia",2,"Communist regime","366",1,0,4,2,0,1,0,1,1,1,1,1,1,1,1,1,5,0,1,0,0,1,0,1,0,0,1,3,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,2,1,4,1,3,202,1
"1394",366,1988,"Singing Revolution","Estonia",1,"Communist regime","366",1,2,4,2,0,1,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,3,0,0,2,1,0,1,0,1,0,0,2,0,1,1,3,202,1
"1395",710,1950,"Sino-Tibetan war","Tibet",0,"Chinese occupation","710",0,1,2,1,0,0,0,1,1,1,1,0,0,0,0,0,5,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,203,0
"1396",710,1951,"Sino-Tibetan war","Tibet",2,"Chinese occupation","710",0,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,203,0
"1397",349,1989,"Slovenia Anti-Communist","Slovenia",0,"Communist regime","349",1,7,2,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,3,0,1,2,0,0,1,0,0,1,0,0,0,3,1,3,204,1
"1398",349,1990,"Slovenia Anti-Communist","Slovenia",2,"Communist regime","349",1,0,4,2,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,1,2,0,0,1,0,0,1,0,1,1,4,1,3,204,1
"1399",349,1990,"Slovenian Independence","Slovenia",0,"Yugoslav Government","345",1,1,4,2,0,1,0,1,1,1,1,1,1,1,1,1,3,0,1,0,1,1,0,1,1,0,1,0,1,NA,NA,NA,0,1,0,2,1,0,1,0,0,1,0,1,0,1,1,3,205,1
"1400",349,1991,"Slovenian Independence","Slovenia",2,"Yugoslav Government","345",1,0,5,3,0,2,0,1,1,1,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,1,1,3,1,1,1,NA,3,1,0,2,1,0,1,0,0,1,0,2,1,4,1,3,205,1
"1401",290,1980,"Solidarity","Poland",0,"Communist regime","290",1,11,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,2,1,0,0,0,1,0,0,1,0,3,1,3,206,1
"1402",290,1987,"Solidarity","Poland",1,"Communist regime","290",1,0,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,2,0,0,1,1,1,1,1,2,0,2,1,3,206,1
"1403",290,1985,"Solidarity","Poland",1,"Communist regime","290",1,1,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,1,0,1,NA,NA,NA,0,0,0,2,0,0,1,1,1,1,0,2,0,1,1,3,206,1
"1404",290,1983,"Solidarity","Poland",1,"Communist regime","290",1,1,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,1,1,3,206,1
"1405",290,1984,"Solidarity","Poland",1,"Communist regime","290",1,0,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,2,0,0,1,1,1,1,0,2,0,1,1,3,206,1
"1406",290,1982,"Solidarity","Poland",1,"Communist regime","290",1,1,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,1,1,1,2,0,0,2,0,0,1,1,1,1,0,2,0,0,1,3,206,1
"1407",290,1989,"Solidarity","Poland",2,"Communist regime","290",1,0,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,1,2,0,0,1,1,1,0,0,2,1,4,1,3,206,1
"1408",290,1988,"Solidarity","Poland",1,"Communist regime","290",1,0,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,2,0,1,1,0,3,0,0,2,0,0,1,1,1,0,0,2,0,2,1,3,206,1
"1409",290,1981,"Solidarity","Poland",1,"Communist regime","290",1,2,5,3,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,0,1,0,0,0,0,1,2,0,1,1,1,2,0,0,2,0,1,1,1,0,1,0,2,0,0,1,3,206,1
"1410",290,1986,"Solidarity","Poland",1,"Communist regime","290",1,0,5,3,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,2,0,0,1,1,1,1,0,2,0,2,1,3,206,1
"1411",530,1977,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,2,1,3,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,2,0,0,0,3,207,0
"1412",530,1980,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,2,1,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,207,0
"1413",530,1981,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,1,0,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,207,0
"1414",530,1978,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,2,1,3,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,207,0
"1415",530,1982,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,1,0,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,207,0
"1416",530,1983,"Somali rebels (Ogaden)","Ethiopia",2,"Ethiopian occupation of Ogaden","530",0,0,1,0,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,NA,3,207,0
"1417",530,1979,"Somali rebels (Ogaden)","Ethiopia",1,"Ethiopian occupation of Ogaden","530",0,0,2,1,3,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,3,207,0
"1418",530,1976,"Somali rebels (Ogaden)","Ethiopia",0,"Ethiopian occupation of Ogaden","530",0,3,2,1,3,0,0,0,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,207,0
"1419",520,1988,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,208,0
"1420",520,1986,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,NA,0,1,0,1,3,1,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,208,0
"1421",520,1991,"Somalia clan factions; SNM","Somalia",2,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,2,1,4,0,1,208,0
"1422",520,1989,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,1,2,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,208,0
"1423",520,1983,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,208,0
"1424",520,1990,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,208,0
"1425",520,1985,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,208,0
"1426",520,1984,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,208,0
"1427",520,1982,"Somalia clan factions; SNM","Somalia",0,"Siad Barre regime","520",0,2,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,3,208,0
"1428",520,1987,"Somalia clan factions; SNM","Somalia",1,"Siad Barre regime","520",0,0,2,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,3,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,208,0
"1429",520,1994,"Somalia militia insurgencies","Somalia",2,"U.S. and UN relief missions","2",0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,0,0,0,2,1,0,1,0,0,1,0,2,1,4,0,1,209,0
"1430",520,1993,"Somalia militia insurgencies","Somalia",0,"U.S. and UN relief missions","2",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,3,0,1,1,NA,3,0,0,2,1,0,1,0,0,1,0,2,0,0,0,2,209,0
"1431",560,1958,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1432",560,1955,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1433",560,1954,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,3,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1434",560,1961,"South Africa First Defiance Campaign","South Africa",2,"Apartheid","560",1,0,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,2,210,0
"1435",560,1956,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1436",560,1959,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1437",560,1960,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,1,1,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,210,0
"1438",560,1953,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1439",560,1957,"South Africa First Defiance Campaign","South Africa",1,"Apartheid","560",1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,210,1
"1440",560,1952,"South Africa First Defiance Campaign","South Africa",0,"Apartheid","560",1,5,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,210,1
"1441",560,1990,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,1,4,2,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,3,1,3,211,1
"1442",560,1986,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,0,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,0,0,0,1,1,1,1,0,2,0,2,1,3,211,0
"1443",560,1993,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,0,5,3,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,3,1,3,211,1
"1444",560,1989,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,1,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,3,1,2,211,0
"1445",560,1984,"South Africa Second Defiance Campaign","South Africa",0,"Apartheid","560",1,8,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,3,0,0,1,0,0,1,1,1,1,0,1,0,0,1,3,211,0
"1446",560,1991,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,0,4,2,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,3,1,3,211,1
"1447",560,1994,"South Africa Second Defiance Campaign","South Africa",2,"Apartheid","560",1,0,5,3,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,1,4,1,3,211,1
"1448",560,1985,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,1,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,0,0,0,1,1,1,1,0,2,0,0,1,3,211,0
"1449",560,1992,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,0,5,3,3,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,1,3,0,0,2,0,0,1,1,1,1,0,2,0,3,1,3,211,1
"1450",560,1987,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,0,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,0,0,0,1,1,1,1,0,2,0,0,1,3,211,0
"1451",560,1988,"South Africa Second Defiance Campaign","South Africa",1,"Apartheid","560",1,1,3,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,3,1,1,1,1,3,0,0,1,0,0,1,1,1,1,0,2,0,2,1,2,211,0
