"","X","title.info","date","briefs","story.link"
"737",737,"Condolences to President of Kenya Uhuru Kenyatta","2013-09-22","Vladimir Putin sent his condolences to President of the Republic of Kenya Uhuru Kenyatta following the deadly terrorist attack at the Westgate shopping mall in Nairobi.","http://eng.kremlin.ru/news/6018"
"738",738,"Sergei Ivanov took part in the plenary session of the Global Strategic Review conference","2013-09-21","Chief of Staff of the Presidential Executive Office Sergei Ivanov took part in the opening of the International Institute for Strategic Studies (IISS) conference – Global Strategic Review, and addressed its plenary session.","http://eng.state.kremlin.ru/face/6019"
"739",739,"Congratulations on Armenia’s Independence Day","2013-09-21","Vladimir Putin congratulated President of Armenia Serzh Sargsyan and the Armenian people on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/6017"
"740",740,"Congratulations on South Ossetia’s Independence Day","2013-09-20","Vladimir Putin congratulated President of South Ossetia Leonid Tibilov and the republic’s people on the Independence Day national holiday.","http://eng.kremlin.ru/news/6008"
"741",741,"Meeting of the Valdai International Discussion Club","2013-09-19","Vladimir Putin took part in the final plenary meeting of the Valdai International Discussion Club. The theme of the club’s anniversary session is Russia’s Diversity for the Modern World.","http://eng.kremlin.ru/news/6007"
"742",742,"Congratulations to Australian Prime Minister Tony Abbott","2013-09-18","Vladimir Putin congratulated Tony Abbot on taking office as Australia’s Prime Minister.","http://eng.kremlin.ru/news/6001"
"743",743,"Vladimir Putin will take part in a Collective Security Treaty Organisation meeting on September 23","2013-09-17","Vladimir Putin will take part in the next Collective Security Treaty Organisation (CSTO) Collective Security Council meeting (comprising Armenia, Belarus, Kazakhstan, Kyrgyzstan, Russia and Tajikistan) on September 23 in Sochi.","http://eng.kremlin.ru/news/5996"
"744",744,"Congratulations to first Prime Minister of Singapore Lee Kuan Yew","2013-09-16","Vladimir Putin congratulated first Prime Minister of Singapore Lee Kuan Yew on his 90th birthday.","http://eng.kremlin.ru/news/5991"
"745",745,"Meeting with President of Kyrgyzstan Almazbek Atambayev","2013-09-13","Vladimir Putin met with President of the Republic of Kyrgyzstan Almazbek Atambayev.","http://eng.kremlin.ru/news/5986"
"746",746,"Meeting with President of Iran Hassan Rouhani","2013-09-13","Vladimir Putin met with President of the Islamic Republic of Iran Hassan Rouhani.","http://eng.kremlin.ru/news/5985"
"747",747,"Meeting with President of Afghanistan Hamid Karzai","2013-09-13","Vladimir Putin met with President of the Islamic Republic of Afghanistan Hamid Karzai.","http://eng.kremlin.ru/news/5984"
"748",748,"Shanghai Cooperation Organisation summit","2013-09-13","The 13th Shanghai Cooperation Organisation summit took place in the Kyrgyzstani capital, Bishkek.","http://eng.kremlin.ru/news/5981"
"749",749,"Meeting with Crown Prince of Abu Dhabi Mohamed bin Zayed Al Nahyan","2013-09-12","Vladimir Putin met with Crown Prince of Abu Dhabi and Deputy Supreme Commander of the United Arabs Emirates Armed Forces His Highness General Sheikh Mohamed bin Zayed Al Nahyan.","http://eng.kremlin.ru/news/5975"
"750",750,"The Syrian Alternative","2013-09-12","The article by Vladimir Putin published in The New York Times.","http://eng.kremlin.ru/news/5974"
"751",751,"Vladimir Putin will meet with Crown Prince of Abu Dhabi Mohamed bin Zayed Al Nahyan on September 12","2013-09-11","The President will meet with Crown Prince of Abu Dhabi and Deputy Supreme Commander of the United Arabs Emirates Armed Forces His Highness General Sheikh Mohamed bin Zayed Al Nahyan, who will be in Russia on a working visit.","http://eng.kremlin.ru/news/5970"
"752",752,"Comments on the chemical weapons situation in Syria","2013-09-10",NA,"http://eng.kremlin.ru/news/5967"
"753",753,"Telephone conversation with Prime Minister of Japan Shinzo Abe","2013-09-10","Vladimir Putin had a telephone conversation with Prime Minister of Japan Shinzo Abe.","http://eng.kremlin.ru/news/5963"
"754",754,"On September 13 Vladimir Putin will take part in the Shanghai Cooperation Organisation summit","2013-09-09","Mr Putin will take part in the summit of the Shanghai Cooperation Organisation Council of Heads of State in Bishkek on September 13.","http://eng.kremlin.ru/news/5959"
"755",755,"Congratulations to President of Tajikistan on Independence Day","2013-09-09","Vladimir Putin congratulated President of Tajikistan Emomali Rahmon on the country’s national holiday, Independence Day.","http://eng.kremlin.ru/news/5958"
"756",756,"Meeting with President of South Korea Park Geun-hye","2013-09-06","Vladimir Putin met with President of South Korea Park Geun-hye on the sidelines of the G20 summit.","http://eng.kremlin.ru/news/5952"
"757",757,"Meeting with Spanish Prime Minister Mariano Rajoy","2013-09-06","Vladimir Putin and Spanish Prime Minister Mariano Rajoy discussed the results of the G20 summit’s work and looked at Russian-Spanish bilateral cooperation.","http://eng.kremlin.ru/news/5951"
"758",758,"G20 summit","2013-09-06","Vladimir Putin took part in the second working session of heads of delegations of G20 countries, invited countries, and international organisations.","http://eng.kremlin.ru/news/5949"
"759",759,"Meeting with G20 business and trade union representatives","2013-09-06","On the second day of the G20 summit, the G20 leaders met with business and trade union representatives from the G20 countries.","http://eng.kremlin.ru/news/5948"
"760",760,"Meeting with British Prime Minister David Cameron","2013-09-06","Vladimir Putin met with British Prime Minister David Cameron on the sidelines of the G20 summit.","http://eng.kremlin.ru/news/5943"
"761",761,"G20 summit","2013-09-05","Vladimir Putin took part in the working sessions of G20 leaders. The President of Russia met with President of China Xi Jinping, Prime Minister of Japan Shinzo Abe, Prime Minister of Italy Enrico Letta, British Prime Minister David Cameron, President of the United States Barack Obama, Prime Minister of Spain Mariano Rajoy, and President of South Korea Park Geun-hye on the summit’s sidelines. During the summit, G20 leaders also met with representatives of the Business 20 (B20) and Labour 20 (L20). In addition, Vladimir Putin took part in the meeting of heads of state and government of BRICS countries. Following the G20 summit the President of Russia gave a news conference.","http://eng.kremlin.ru/trips/5954"
"762",762,"Working dinner with G20 summit participants","2013-09-05","The heads of the G20 member state delegations, invited nations and international organisations arrived at Peterhof for a working dinner to discuss the Syrian peace process, among other topics.","http://eng.kremlin.ru/news/5945"
"763",763,"The G20 summit is underway in St Petersburg","2013-09-05","Among other things, the latest global economic trends and financial regulation issues were discussed during the first working meeting themed Growth and Financial Stability.","http://eng.kremlin.ru/news/5942"
"764",764,"Meeting with Prime Minister of Italy Enrico Letta","2013-09-05","Vladimir Putin met with Prime Minister of the Italian Republic Enrico Letta.","http://eng.kremlin.ru/news/5940"
"765",765,"Meeting with Prime Minister of Japan Shinzo Abe","2013-09-05","Vladimir Putin met with Japanese Prime Minister Shinzo Abe. Among other things, the parties discussed prospects for expanding cooperation in trade and investment.","http://eng.kremlin.ru/news/5939"
"766",766,"Meeting with President of China Xi Jinping","2013-09-05","Vladimir Putin met with President of the People’s Republic of China Xi Jinping before the G20 summit.","http://eng.kremlin.ru/news/5938"
"767",767,"Meeting with permanent members of the Security Council","2013-09-04","Vladimir Putin held a briefing session with permanent members of the Security Council. The meeting addressed several issues related to preparations for the G20 summit in St Petersburg, as well as the situation in Syria.","http://eng.kremlin.ru/news/5936"
"768",768,"Meeting with President of Armenia Serzh Sargsyan","2013-09-03","Vladimir Putin received President of Armenia Serzh Sargsyan, who is in Russia on a working visit, at his Novo-Ogaryovo residence.","http://eng.kremlin.ru/news/5930"
"769",769,"Working meeting with Valentina Matviyenko and Sergei Naryshkin","2013-09-02","Vladimir Putin met with Federation Council Speaker Valentina Matviyenko and State Duma Speaker Sergei Naryshkin before the start of the Federal Assembly’s autumn session.","http://eng.kremlin.ru/news/5925"
"770",770,"Congratulations to President of Uzbekistan Islam Karimov","2013-09-01","Vladimir Putin sent his congratulations to President of Uzbekistan Islam Karimov on Uzbekistan’s national holiday, Independence Day.","http://eng.kremlin.ru/news/5915"
"771",771,"Answers to journalists’ questions","2013-08-31",NA,"http://eng.kremlin.ru/news/5912"
"772",772,"Congratulations to President of Kyrgyzstan Almazbek Atambayev on his country’s Independence Day","2013-08-31","Vladimir Putin congratulated President of Kyrgyzstan Almazbek Atambayev on Independence Day, Kyrgyzstan’s national holiday.","http://eng.kremlin.ru/news/5909"
"773",773,"Vladimir Putin will meet with President of Armenia Serzh Sargsyan on September 3","2013-08-30","Vladimir Putin will meet on September 3 with President of Armenia Serzh Sargsyan, who will be in Moscow on a working visit.","http://eng.kremlin.ru/news/5903"
"774",774,"Telephone conversation with Federal Chancellor of Germany Angela Merkel","2013-08-29","Vladimir Putin had a telephone conversation with Federal Chancellor of Germany Angela Merkel on German initiative.","http://eng.kremlin.ru/news/5899"
"775",775,"Telephone conversation with President of Iran Hassan Rouhani","2013-08-28","Vladimir Putin had a telephone conversation with President of Iran Hassan Rouhani on the Iranian side’s initiative.","http://eng.kremlin.ru/news/5894"
"776",776,"Telephone conversation with Prime Minister of the United Kingdom David Cameron","2013-08-26","Vladimir Putin had a telephone conversation with Prime Minister of the United Kingdom David Cameron.","http://eng.kremlin.ru/news/5885"
"777",777,"Congratulations to the Presidents of South Ossetia and Abkhazia on the fifth anniversary of Russia’s recognition of their sovereignty","2013-08-26","Vladimir Putin sent messages of congratulations to President of South Ossetia Leonid Tibilov and President of Abkhazia Alexander Ankvab on the fifth anniversary of Russia’s recognition of their sovereignty.","http://eng.kremlin.ru/news/5879"
"778",778,"Working visit to Abkhazia","2013-08-25","Vladimir Putin made a working visit to Abkhazia.","http://eng.kremlin.ru/news/5876"
"779",779,"Congratulations to Sauli Niinistö","2013-08-24","Vladimir Putin congratulated President of the Republic of Finland Sauli Niinistö on his 65th birthday.","http://eng.kremlin.ru/news/5873"
"780",780,"Congratulations to President of Ukraine Viktor Yanukovych on Independence Day","2013-08-24","Vladimir Putin congratulated President of Ukraine Viktor Yanukovych on Independence Day, Ukraine’s national holiday.","http://eng.kremlin.ru/news/5875"
"781",781,"A draft law extending the provisions of the Convention on the Privileges and Immunities of the Specialised Agencies to the UN Food and Agriculture Organisation (FAO) has been submitted to the State Duma","2013-08-20","The President submitted to the State Duma draft Federal Law On Extending the Provisions of the Convention on the Privileges and Immunities of the Specialised Agencies to the United Nations Food and Agriculture Organisation (FAO).","http://eng.kremlin.ru/acts/5862"
